"Line","Hybrid_Name","Env","DTHD","DTMT","GY","Height"
"GID6938886","GID6938886","Flat5IR",80.33333333,118,6.358703986,112
"GID6938888","GID6938888","Flat5IR",79,118,6.196311016,112.3333333
"GID6938891","GID6938891","Flat5IR",78,117.3333333,6.506852712,110.3333333
"GID6938911","GID6938911","Flat5IR",80.33333333,118.3333333,6.429359742,108.6666667
"GID6938912","GID6938912","Flat5IR",81.33333333,118.6666667,6.877223106,107.3333333
"GID6938933","GID6938933","Flat5IR",79,118,6.009006237,103
"GID6938934","GID6938934","Flat5IR",79,119,6.394191934,105
"GID6938937","GID6938937","Flat5IR",80,120,5.986214631,102
"GID6938938","GID6938938","Flat5IR",79,121,5.822681661,105
"GID6938939","GID6938939","Flat5IR",79,120,6.051171691,103
"GID6938947","GID6938947","Flat5IR",78,118,6.364562054,103
"GID6938973","GID6938973","Flat5IR",82.33333333,123.3333333,6.172378959,109
"GID6939837","GID6939837","Flat5IR",81,120,5.701213863,110
"GID6939838","GID6939838","Flat5IR",80,118,6.848222226,108
"GID6939839","GID6939839","Flat5IR",80,117,6.260188256,109
"GID6939840","GID6939840","Flat5IR",82,120,6.244765749,111
"GID6939845","GID6939845","Flat5IR",87,125,5.733415119,115
"GID6939864","GID6939864","Flat5IR",77,118,6.768062756,105
"GID6939881","GID6939881","Flat5IR",80,118,7.155591363,105.6666667
"GID6939896","GID6939896","Flat5IR",80,118.6666667,6.676958756,108.3333333
"GID6939899","GID6939899","Flat5IR",80.66666667,117.6666667,6.935648453,108
"GID6939900","GID6939900","Flat5IR",80.33333333,118.3333333,6.763568816,110
"GID6939902","GID6939902","Flat5IR",81.33333333,119,6.646189846,110
"GID6939903","GID6939903","Flat5IR",80,117.3333333,6.704309876,109.6666667
"GID6939904","GID6939904","Flat5IR",79,117.3333333,6.695192906,106.6666667
"GID6939917","GID6939917","Flat5IR",78,120,6.584971115,105
"GID6939919","GID6939919","Flat5IR",82.66666667,121.6666667,5.670121636,107.6666667
"GID6939938","GID6939938","Flat5IR",83.66666667,121,6.467272333,104.6666667
"GID6939941","GID6939941","Flat5IR",83.33333333,121.3333333,6.778383726,108.6666667
"GID6939945","GID6939945","Flat5IR",81,119.6666667,6.332680103,106
"GID6569128","GID6569128","LHT",62.66666667,87.66666667,2.160587049,69.33333333
"GID6688880","GID6688880","LHT",63.33333333,91.66666667,3.616688289,66.33333333
"GID6688916","GID6688916","LHT",61.66666667,90.66666667,2.843622473,63
"GID6688933","GID6688933","LHT",60,87.33333333,3.135289169,62.33333333
"GID6688934","GID6688934","LHT",62,88.66666667,2.961926199,55.33333333
"GID6688949","GID6688949","LHT",63.33333333,87.66666667,2.247640896,61
"GID6689407","GID6689407","LHT",58.66666667,86,2.932164259,57.33333333
"GID6689482","GID6689482","LHT",66,94,2.397937989,61.66666667
"GID6689550","GID6689550","LHT",61.66666667,87.33333333,2.743176019,58.33333333
"GID6738288","GID6738288","LHT",65,91,2.589902649,59
"GID6861263","GID6861263","LHT",67,95,2.832183939,68
"GID6861485","GID6861485","LHT",65,91.66666667,3.457789238,70.33333333
"GID6861531","GID6861531","LHT",65.33333333,91.66666667,2.829069325,67.33333333
"GID6861690","GID6861690","LHT",64,91,3.166830236,72
"GID6861779","GID6861779","LHT",59,90,2.441456033,62
"GID6861787","GID6861787","LHT",64,92,2.87821185,67
"GID6861813","GID6861813","LHT",64,89,3.108122726,62
"GID6861823","GID6861823","LHT",64,92,2.644386191,65
"GID6861833","GID6861833","LHT",66,92,3.353463644,75
"GID6861890","GID6861890","LHT",56,81,3.913007326,75
"GID6861897","GID6861897","LHT",59,82,3.84306672,70
"GID6861915","GID6861915","LHT",65,95,3.226251323,66
"GID6861919","GID6861919","LHT",58,86,3.093067353,62
"GID6861967","GID6861967","LHT",56,81,3.036602382,62
"GID6862002","GID6862002","LHT",55,82,3.280650682,73
"GID6862015","GID6862015","LHT",64,90,3.423508105,68
"GID6862021","GID6862021","LHT",62,89,3.182436195,65
"GID6862028","GID6862028","LHT",59,84,2.968894892,70
"GID6862058","GID6862058","LHT",55,79,3.227823405,76
"GID6862260","GID6862260","LHT",65,91,2.797691909,69
"GID6862303","GID6862303","LHT",58,83,3.058852966,61
"GID6862314","GID6862314","LHT",65,91,3.131769389,60
"GID6862365","GID6862365","LHT",65,90,3.21124711,58
"GID6862370","GID6862370","LHT",65,91,3.329550503,65
"GID6862387","GID6862387","LHT",64,90,3.4441342,72
"GID6862407","GID6862407","LHT",56,80,3.611544986,63
"GID6862457","GID6862457","LHT",64,91,3.68594944,62
"GID6862474","GID6862474","LHT",63,90.33333333,2.505825106,64.33333333
"GID6862745","GID6862745","LHT",65.33333333,92,2.931723917,65
"GID6862771","GID6862771","LHT",61.33333333,86,2.828301674,60.66666667
"GID6862787","GID6862787","LHT",64.66666667,90.33333333,2.483063371,59
"GID6862797","GID6862797","LHT",57.66666667,80,3.208509734,61
"GID6862975","GID6862975","LHT",63,91,2.362527671,66
"GID6863145","GID6863145","LHT",65,89,2.926094745,59.66666667
"GID6863290","GID6863290","LHT",58.33333333,85.33333333,2.404915274,65.33333333
"GID6863300","GID6863300","LHT",61.66666667,88.66666667,4.053520361,77.66666667
"GID6863318","GID6863318","LHT",59,84.66666667,3.502924907,69.66666667
"GID6863371","GID6863371","LHT",63,89,3.216466271,73
"GID6863396","GID6863396","LHT",62,86.33333333,3.380156967,70
"GID6863412","GID6863412","LHT",65.66666667,91.66666667,3.177031997,75
"GID6863491","GID6863491","LHT",63.33333333,92.66666667,2.855527653,67.33333333
"GID6863500","GID6863500","LHT",67,94,2.054932349,62.33333333
"GID6863517","GID6863517","LHT",62,85,3.820373211,60
"GID6863532","GID6863532","LHT",64.33333333,91.33333333,3.476344442,63.33333333
"GID6863533","GID6863533","LHT",63,90,3.104320805,57.66666667
"GID6863544","GID6863544","LHT",64,88,3.537356169,61.66666667
"GID6931277","GID6931277","LHT",65,89.33333333,2.074743635,61.33333333
"GID6931281","GID6931281","LHT",57.66666667,85.33333333,3.280844665,67
"GID6931300","GID6931300","LHT",60.66666667,90,2.152868695,61.66666667
"GID6931301","GID6931301","LHT",61,90.66666667,1.966856725,61.66666667
"GID6931304","GID6931304","LHT",60,88.33333333,2.748106755,63.33333333
"GID6931305","GID6931305","LHT",53,79.33333333,3.186350785,82.66666667
"GID6931327","GID6931327","LHT",62,89,3.207184239,67.66666667
"GID6931343","GID6931343","LHT",58.33333333,83,2.556142662,61
"GID6931346","GID6931346","LHT",64,91.33333333,3.585021601,66.66666667
"GID6931368","GID6931368","LHT",62,88,1.994992385,65
"GID6931369","GID6931369","LHT",65.33333333,91.66666667,2.036658748,65.66666667
"GID6931374","GID6931374","LHT",65,91.33333333,2.657194445,61.33333333
"GID6931420","GID6931420","LHT",65,90,3.205520839,75
"GID6931426","GID6931426","LHT",65,92,3.461545363,70
"GID6931427","GID6931427","LHT",65,92,3.49800334,65
"GID6931430","GID6931430","LHT",66,92,3.28074137,60
"GID6931437","GID6931437","LHT",68,89,2.552318763,60
"GID6931449","GID6931449","LHT",62,89,3.261396546,77
"GID6931453","GID6931453","LHT",69,94,3.55901597,65
"GID6931463","GID6931463","LHT",66,91,2.987392494,70
"GID6931471","GID6931471","LHT",62,90,2.706886158,62
"GID6931476","GID6931476","LHT",66,95,3.035755521,72
"GID6931482","GID6931482","LHT",62,89,3.349743551,67
"GID6931494","GID6931494","LHT",55,89,2.64068542,70
"GID6931506","GID6931506","LHT",52,77,3.43681654,77
"GID6931509","GID6931509","LHT",53,79,3.965090266,66
"GID6931512","GID6931512","LHT",55,81,3.974019296,77
"GID6931515","GID6931515","LHT",58,83,3.706906023,68
"GID6931516","GID6931516","LHT",55,81,3.66003075,68
"GID6931517","GID6931517","LHT",58,83,3.881013446,70
"GID6931519","GID6931519","LHT",56,82,3.38696584,67
"GID6931531","GID6931531","LHT",54,79,3.21509096,65
"GID6931560","GID6931560","LHT",62,91,3.088503745,75
"GID6931587","GID6931587","LHT",63,90,3.532882592,72
"GID6931590","GID6931590","LHT",58,85,3.662346955,60
"GID6931593","GID6931593","LHT",61,90,3.387049318,58
"GID6931606","GID6931606","LHT",64,91,2.887793712,72
"GID6931608","GID6931608","LHT",63,90,3.134073135,65
"GID6931630","GID6931630","LHT",54,80,3.436901132,73
"GID6931632","GID6931632","LHT",62,89,3.141737121,65
"GID6931644","GID6931644","LHT",60,89,3.423730824,62
"GID6931655","GID6931655","LHT",54,79,3.330724884,65
"GID6931663","GID6931663","LHT",65,90,3.275665307,64
"GID6931677","GID6931677","LHT",65,92,3.166291001,61
"GID6931707","GID6931707","LHT",64,90,2.776858606,63
"GID6931730","GID6931730","LHT",64,94,3.241008716,68
"GID6931736","GID6931736","LHT",65,87,3.066901896,68
"GID6931754","GID6931754","LHT",68,97,3.05648541,65
"GID6931780","GID6931780","LHT",62,87.66666667,3.590646803,65
"GID6931781","GID6931781","LHT",62.66666667,91,3.462670833,62
"GID6931814","GID6931814","LHT",63.66666667,89,3.144218226,61
"GID6931822","GID6931822","LHT",63.66666667,92.33333333,2.546748013,61.66666667
"GID6931840","GID6931840","LHT",62.33333333,90.66666667,2.511778073,64.33333333
"GID6931845","GID6931845","LHT",60.66666667,86.66666667,3.356575581,62.66666667
"GID6931852","GID6931852","LHT",64.66666667,92.66666667,3.371455557,63.33333333
"GID6931862","GID6931862","LHT",63.33333333,89.33333333,3.041098647,55
"GID6931889","GID6931889","LHT",59.33333333,85,3.095414071,57
"GID6932000","GID6932000","LHT",61.66666667,90.66666667,3.127408914,57.66666667
"GID6932009","GID6932009","LHT",65.66666667,91.33333333,2.797795611,56
"GID6932074","GID6932074","LHT",62,88.66666667,2.631452285,65
"GID6932080","GID6932080","LHT",62.33333333,91.33333333,3.596481261,67.66666667
"GID6932110","GID6932110","LHT",66.33333333,91.33333333,3.385916018,70
"GID6932128","GID6932128","LHT",60,87.33333333,3.089784775,68.66666667
"GID6932132","GID6932132","LHT",68,93,2.609130138,59
"GID6932153","GID6932153","LHT",57.66666667,80,2.860618228,60.33333333
"GID6932161","GID6932161","LHT",62.66666667,90.66666667,2.714784955,64.33333333
"GID6932168","GID6932168","LHT",64,91.66666667,2.905261318,64
"GID6932172","GID6932172","LHT",64.33333333,91,2.684279348,62.66666667
"GID6932173","GID6932173","LHT",63.33333333,91.33333333,2.679815378,62
"GID6932181","GID6932181","LHT",64.66666667,92,3.243803135,71.33333333
"GID6932185","GID6932185","LHT",64.33333333,91.66666667,3.687255528,71
"GID6932229","GID6932229","LHT",66,95.33333333,3.170142588,61
"GID6932249","GID6932249","LHT",63.33333333,85.66666667,3.391522214,63.33333333
"GID6932258","GID6932258","LHT",61.66666667,85.66666667,3.276194911,68.66666667
"GID6932281","GID6932281","LHT",57.66666667,83.33333333,3.318605637,62.66666667
"GID6932283","GID6932283","LHT",61,86.66666667,3.771731001,64.33333333
"GID6932285","GID6932285","LHT",61.66666667,85.66666667,3.532147364,60
"GID6932287","GID6932287","LHT",65.33333333,91.33333333,3.113248757,65
"GID6932304","GID6932304","LHT",68.66666667,93.33333333,2.289588121,53.66666667
"GID6932308","GID6932308","LHT",63,91.33333333,2.907891817,64
"GID6932311","GID6932311","LHT",66,92,2.642266847,56
"GID6932320","GID6932320","LHT",64.33333333,91,3.754618361,68
"GID6932325","GID6932325","LHT",63.66666667,91.33333333,3.554469511,68
"GID6932344","GID6932344","LHT",61.66666667,88.33333333,3.575691511,61
"GID6932347","GID6932347","LHT",61,86,3.630750488,60.66666667
"GID6932355","GID6932355","LHT",56.66666667,84.66666667,3.767655638,69
"GID6932356","GID6932356","LHT",63.66666667,91.66666667,3.688786335,74
"GID6932358","GID6932358","LHT",62.33333333,89.66666667,3.527328091,61.33333333
"GID6932388","GID6932388","LHT",64.33333333,91.66666667,3.092804241,65.33333333
"GID6932401","GID6932401","LHT",65.33333333,94,4.022119968,67.66666667
"GID6932403","GID6932403","LHT",65.33333333,91,3.394887665,63.66666667
"GID6932411","GID6932411","LHT",66.66666667,94.66666667,3.450691361,67.66666667
"GID6932413","GID6932413","LHT",66,93,2.752774391,63.33333333
"GID6932418","GID6932418","LHT",59.33333333,84,3.659768875,62.66666667
"GID6932429","GID6932429","LHT",59,83.33333333,3.417209601,63
"GID6932430","GID6932430","LHT",58.33333333,84,4.01102277,71
"GID6932436","GID6932436","LHT",57.33333333,81,3.19852211,68.33333333
"GID6932463","GID6932463","LHT",63,91,3.43512962,64
"GID6932487","GID6932487","LHT",70.33333333,96.66666667,2.70149886,59.66666667
"GID6932489","GID6932489","LHT",63,89.33333333,3.787465935,67.66666667
"GID6932500","GID6932500","LHT",63,91.66666667,3.341780578,64.66666667
"GID6932505","GID6932505","LHT",63.33333333,92,3.102197275,65.66666667
"GID6932507","GID6932507","LHT",63.33333333,90.66666667,3.626750971,75.33333333
"GID6932510","GID6932510","LHT",64,91.33333333,3.450411698,72
"GID6932511","GID6932511","LHT",63.33333333,91,3.215292728,75.66666667
"GID6932512","GID6932512","LHT",61.66666667,88.33333333,3.318715425,71
"GID6932513","GID6932513","LHT",61.33333333,90.33333333,3.530768788,62.66666667
"GID6932516","GID6932516","LHT",65.33333333,93.66666667,3.809042818,72.66666667
"GID6932534","GID6932534","LHT",56,80.66666667,3.486126181,67.66666667
"GID6932535","GID6932535","LHT",66.33333333,95.33333333,2.303090545,65.33333333
"GID6932540","GID6932540","LHT",61.33333333,88.33333333,2.763655968,67
"GID6932576","GID6932576","LHT",63,89,3.552346755,72.66666667
"GID6932577","GID6932577","LHT",63,89.33333333,3.425858451,66
"GID6932583","GID6932583","LHT",60.66666667,90.66666667,3.342525511,68
"GID6932597","GID6932597","LHT",57.33333333,79.33333333,2.928090935,60.66666667
"GID6932619","GID6932619","LHT",66,90,2.344757691,64.66666667
"GID6932621","GID6932621","LHT",55.66666667,79,2.873369627,66.33333333
"GID6932622","GID6932622","LHT",63,90,2.851791937,66.33333333
"GID6932631","GID6932631","LHT",67,89.33333333,3.013994027,65
"GID6932636","GID6932636","LHT",60.66666667,87,2.360720724,62.66666667
"GID6932658","GID6932658","LHT",58,85.33333333,3.71935148,68.33333333
"GID6932693","GID6932693","LHT",65.66666667,91.66666667,3.082447084,74
"GID6932701","GID6932701","LHT",64.66666667,90.66666667,3.96860778,71
"GID6932729","GID6932729","LHT",59,87.33333333,2.8138459,69
"GID6932730","GID6932730","LHT",64.33333333,91.66666667,2.81086993,71.33333333
"GID6932731","GID6932731","LHT",57.33333333,86,3.283340294,69
"GID6932734","GID6932734","LHT",53.33333333,84.33333333,3.49688199,77.66666667
"GID6932756","GID6932756","LHT",65.33333333,93.66666667,3.286838446,70.33333333
"GID6932772","GID6932772","LHT",55.33333333,81.66666667,3.219130506,80.66666667
"GID6932818","GID6932818","LHT",56.33333333,79.66666667,2.203505383,65
"GID6932821","GID6932821","LHT",58,84.66666667,3.17820808,71.66666667
"GID6932835","GID6932835","LHT",64,91,2.609011443,65
"GID6932894","GID6932894","LHT",64.66666667,91.33333333,2.7221072,66.66666667
"GID6932901","GID6932901","LHT",65.33333333,91.66666667,2.434160563,66.66666667
"GID6932911","GID6932911","LHT",66.33333333,94.66666667,3.016005593,70
"GID6932931","GID6932931","LHT",64.33333333,94,3.25782132,70
"GID6932932","GID6932932","LHT",64.66666667,95,3.48029135,70.66666667
"GID6932959","GID6932959","LHT",61.66666667,87.33333333,2.91407138,66.33333333
"GID6932961","GID6932961","LHT",64.33333333,91.66666667,3.03758347,66.33333333
"GID6932970","GID6932970","LHT",64.33333333,91,2.794767082,68.33333333
"GID6932997","GID6932997","LHT",65.33333333,92,3.280629725,69.33333333
"GID6932999","GID6932999","LHT",66,92.33333333,3.087177422,74.33333333
"GID6933007","GID6933007","LHT",55.33333333,79.33333333,2.358010542,66.66666667
"GID6933031","GID6933031","LHT",67.33333333,92.66666667,2.106522662,57
"GID6933104","GID6933104","LHT",62.66666667,92,3.891492752,73.33333333
"GID6933126","GID6933126","LHT",66,94,1.996403992,62.33333333
"GID6933127","GID6933127","LHT",60,85,2.532862355,62.33333333
"GID6933145","GID6933145","LHT",53.66666667,79.66666667,3.230035142,71.66666667
"GID6933147","GID6933147","LHT",60,88.33333333,2.578249505,67.33333333
"GID6933163","GID6933163","LHT",59,84,3.251920241,55
"GID6933164","GID6933164","LHT",62,86,2.149985938,50
"GID6933166","GID6933166","LHT",64,91,2.571860968,56
"GID6933168","GID6933168","LHT",65,89,3.044331664,53
"GID6933171","GID6933171","LHT",61,85,3.077069361,60
"GID6933172","GID6933172","LHT",64,90,2.927516058,65
"GID6933173","GID6933173","LHT",60,83,3.405938754,56
"GID6933177","GID6933177","LHT",59,83,3.176771784,52
"GID6933178","GID6933178","LHT",67,90,2.870224481,56
"GID6933179","GID6933179","LHT",65,91,3.090462511,61
"GID6933182","GID6933182","LHT",61,89,3.301772208,55
"GID6933184","GID6933184","LHT",60,90,3.061444904,60
"GID6933186","GID6933186","LHT",57,81,3.924540268,62
"GID6933187","GID6933187","LHT",56,81,3.572605631,58
"GID6933188","GID6933188","LHT",60,84,3.246305934,58
"GID6933189","GID6933189","LHT",63,89,3.468031244,66
"GID6933190","GID6933190","LHT",60,87,3.095263274,52
"GID6933191","GID6933191","LHT",57,79,3.319965638,56
"GID6933192","GID6933192","LHT",61,83,3.194221668,60
"GID6933196","GID6933196","LHT",65,90,2.429340698,52
"GID6933201","GID6933201","LHT",58,83,3.764162394,65
"GID6933204","GID6933204","LHT",63,85,3.021602758,58
"GID6933205","GID6933205","LHT",58,84,3.281275454,52
"GID6933207","GID6933207","LHT",65,91,3.262674181,63
"GID6933214","GID6933214","LHT",55,84,3.823686241,66
"GID6933221","GID6933221","LHT",69,91,2.979936271,53
"GID6933222","GID6933222","LHT",62,87,3.328150634,56
"GID6933223","GID6933223","LHT",65,89,3.104936331,57
"GID6933225","GID6933225","LHT",59,84,3.369073361,55
"GID6933226","GID6933226","LHT",64,90,2.840055391,60
"GID6933227","GID6933227","LHT",61,85,3.713567754,54
"GID6933230","GID6933230","LHT",59,82,3.155532118,60
"GID6933231","GID6933231","LHT",56,83,3.710591481,57
"GID6933234","GID6933234","LHT",69,92,2.994817511,60
"GID6933237","GID6933237","LHT",61,84,2.615353208,52
"GID6933246","GID6933246","LHT",63,85,3.009698571,63
"GID6933250","GID6933250","LHT",63,87,3.533507934,65
"GID6933253","GID6933253","LHT",62,87,3.432317631,63
"GID6933256","GID6933256","LHT",63,89,2.942734328,66
"GID6933261","GID6933261","LHT",64,89,3.440502024,60
"GID6933262","GID6933262","LHT",63,87,3.549386495,62
"GID6933280","GID6933280","LHT",56,78,3.270367805,55
"GID6933282","GID6933282","LHT",65,91,3.359653501,60
"GID6933291","GID6933291","LHT",58,80,2.946707198,58
"GID6933294","GID6933294","LHT",65,92,3.200427228,66
"GID6933296","GID6933296","LHT",63,89,3.356677258,57
"GID6933301","GID6933301","LHT",62,87,3.742837955,63
"GID6933309","GID6933309","LHT",61,87,3.138671318,58
"GID6933311","GID6933311","LHT",61,88,3.271111711,58
"GID6933313","GID6933313","LHT",58,84,3.239862075,60
"GID6933319","GID6933319","LHT",63,91,3.327659438,67
"GID6933323","GID6933323","LHT",64,91,3.211588468,72
"GID6933351","GID6933351","LHT",61,85,3.223493165,52
"GID6933369","GID6933369","LHT",64,88,3.015159861,55
"GID6933373","GID6933373","LHT",64,91,3.378998891,56
"GID6933384","GID6933384","LHT",57,81,3.189266921,64.8169506335124
"GID6933385","GID6933385","LHT",61,90,3.425130285,57
"GID6933391","GID6933391","LHT",53,77,3.640159981,70
"GID6933396","GID6933396","LHT",60,83,3.787481375,63
"GID6933397","GID6933397","LHT",66,91,3.041201738,62
"GID6933399","GID6933399","LHT",65,89,3.041945768,57
"GID6933401","GID6933401","LHT",65,89,2.995814828,57
"GID6933409","GID6933409","LHT",64,90,3.153552858,56
"GID6933418","GID6933418","LHT",59,84,3.513672221,65
"GID6933420","GID6933420","LHT",63,90,3.351469918,60
"GID6933421","GID6933421","LHT",61,89,3.089009241,60
"GID6933422","GID6933422","LHT",64,90,3.420109551,62
"GID6933425","GID6933425","LHT",65,90,3.054782581,63
"GID6933426","GID6933426","LHT",63,90,3.164901278,57
"GID6933427","GID6933427","LHT",61,84,3.405972641,58
"GID6933431","GID6933431","LHT",66,91,3.007163338,55
"GID6933443","GID6933443","LHT",61,91,3.513115398,55
"GID6933445","GID6933445","LHT",56,81,3.442431428,62
"GID6933449","GID6933449","LHT",64,91,2.959544458,60
"GID6933451","GID6933451","LHT",64,91,3.336032821,55
"GID6933453","GID6933453","LHT",65,91,3.484098185,67
"GID6933454","GID6933454","LHT",58,84,3.247490881,62
"GID6933476","GID6933476","LHT",65,90,3.354634031,63
"GID6933477","GID6933477","LHT",64,90,3.226657395,60
"GID6933491","GID6933491","LHT",59,81,3.524276758,57
"GID6933530","GID6933530","LHT",65,89,2.913413968,57
"GID6933545","GID6933545","LHT",55,82,3.516092665,65
"GID6933558","GID6933558","LHT",64,88,3.378080656,55
"GID6933579","GID6933579","LHT",63,90,3.335669389,62
"GID6933583","GID6933583","LHT",65,90,2.698764753,59
"GID6933598","GID6933598","LHT",56,80,2.862454783,53
"GID6933599","GID6933599","LHT",64,92,2.986711146,59
"GID6933601","GID6933601","LHT",63,88,3.759776509,72
"GID6933606","GID6933606","LHT",64,78,3.199508873,58
"GID6933610","GID6933610","LHT",61,85,2.791770569,50
"GID6933627","GID6933627","LHT",65,87,3.424211326,57
"GID6933629","GID6933629","LHT",61,85,3.062603689,53
"GID6933631","GID6933631","LHT",64,88,3.159330386,75
"GID6933633","GID6933633","LHT",61,87,2.991175416,58
"GID6933641","GID6933641","LHT",61,87,2.848318476,57
"GID6933659","GID6933659","LHT",62,89,2.863943536,56
"GID6933661","GID6933661","LHT",64,90,2.770193566,53
"GID6933665","GID6933665","LHT",63,90,2.762008929,56
"GID6933666","GID6933666","LHT",63,90,3.138497293,62
"GID6933678","GID6933678","LHT",60,84,2.904866353,59
"GID6933727","GID6933727","LHT",58,83,2.909327256,62
"GID6933728","GID6933728","LHT",62,90,2.778374233,61
"GID6933732","GID6933732","LHT",61,87,3.665279263,65
"GID6933737","GID6933737","LHT",62,89,3.347570626,67
"GID6933760","GID6933760","LHT",63,91,3.166023686,64
"GID6933764","GID6933764","LHT",59,83,3.115428049,62
"GID6933775","GID6933775","LHT",60,85,2.535814806,60
"GID6933781","GID6933781","LHT",53,77,3.121380836,74
"GID6933797","GID6933797","LHT",57,89,3.377332866,67
"GID6933804","GID6933804","LHT",56,85,2.817064896,56
"GID6933816","GID6933816","LHT",61,88,2.296976259,60
"GID6933817","GID6933817","LHT",61,89,2.906351289,50
"GID6933823","GID6933823","LHT",65,90,2.937600986,62
"GID6933824","GID6933824","LHT",60,89,1.940577349,56
"GID6933825","GID6933825","LHT",65,91,2.925696379,67
"GID6933854","GID6933854","LHT",66,91,2.959922743,68
"GID6933855","GID6933855","LHT",61,85,3.264981773,63
"GID6933864","GID6933864","LHT",64,90,2.942809529,68
"GID6933866","GID6933866","LHT",64,92,3.397422226,66
"GID6933872","GID6933872","LHT",56,84,3.827482256,70
"GID6933876","GID6933876","LHT",64,92,3.421976286,78
"GID6933877","GID6933877","LHT",61,85,3.340874983,67
"GID6933892","GID6933892","LHT",62,85,2.950994346,62
"GID6933929","GID6933929","LHT",58,83,3.141449664,65
"GID6933932","GID6933932","LHT",61,87,3.175675307,70
"GID6933954","GID6933954","LHT",63,89,3.200973004,62
"GID6933956","GID6933956","LHT",65,90,3.078205367,67
"GID6933957","GID6933957","LHT",61,84,3.186836397,69
"GID6933959","GID6933959","LHT",58,83,3.071509094,55
"GID6933960","GID6933960","LHT",61,84,2.909306457,68
"GID6933962","GID6933962","LHT",62,85,2.968086154,65
"GID6933963","GID6933963","LHT",63,90,3.292491184,63
"GID6933989","GID6933989","LHT",58,81,2.867640214,52
"GID6934005","GID6934005","LHT",55,79,3.674931607,68
"GID6934006","GID6934006","LHT",54,78,3.561092304,75
"GID6934008","GID6934008","LHT",59,83,3.455437667,65
"GID6934009","GID6934009","LHT",58,83,3.506032697,60
"GID6934010","GID6934010","LHT",54,78,2.827461727,75
"GID6934014","GID6934014","LHT",58,83,3.75305709,65
"GID6934031","GID6934031","LHT",61,83,3.27165812,57
"GID6934035","GID6934035","LHT",62,84,3.22106315,63
"GID6934038","GID6934038","LHT",66,90,3.13177718,72
"GID6934044","GID6934044","LHT",60,84,3.08341421,63
"GID6934046","GID6934046","LHT",67,90,2.467342574,65
"GID6934047","GID6934047","LHT",56,81,2.956181937,63
"GID6934091","GID6934091","LHT",72,93,1.91377136,62
"GID6934094","GID6934094","LHT",65,92,3.08490239,63
"GID6934109","GID6934109","LHT",61,90,3.324538929,65
"GID6934113","GID6934113","LHT",66,96,2.929449626,64
"GID6934114","GID6934114","LHT",65,88,3.318586656,60
"GID6934134","GID6934134","LHT",67,95,2.451771139,67
"GID6934140","GID6934140","LHT",57,83,3.131086836,65
"GID6934141","GID6934141","LHT",66,91,3.077515532,62
"GID6934151","GID6934151","LHT",62,90,3.049985562,57
"GID6934155","GID6934155","LHT",61,85,2.955491259,60
"GID6934179","GID6934179","LHT",65,88,2.439122742,65
"GID6934183","GID6934183","LHT",65,90,2.904152772,66
"GID6934202","GID6934202","LHT",64,90,2.808170136,61
"GID6934232","GID6934232","LHT",62,90,3.454004012,64
"GID6934233","GID6934233","LHT",61,87,3.112486042,65
"GID6934234","GID6934234","LHT",63,90,3.155305464,63
"GID6934235","GID6934235","LHT",62,90,3.481197441,65
"GID6934241","GID6934241","LHT",66,92,3.458876561,66
"GID6934245","GID6934245","LHT",63,90,3.260215591,70
"GID6934248","GID6934248","LHT",61,84,3.289977621,65
"GID6934272","GID6934272","LHT",62,90,3.137448014,75
"GID6934287","GID6934287","LHT",64,91,2.722269407,67
"GID6934301","GID6934301","LHT",61,85,2.518400467,53
"GID6934307","GID6934307","LHT",62,90,2.952924497,60
"GID6934311","GID6934311","LHT",61,85,3.234918194,52
"GID6934313","GID6934313","LHT",64,91,3.228221891,63
"GID6934324","GID6934324","LHT",63,91,3.210364921,64
"GID6934338","GID6934338","LHT",63,89,3.428370981,74
"GID6934342","GID6934342","LHT",65,91,2.994591374,62
"GID6934347","GID6934347","LHT",66,90,3.375543737,69
"GID6934362","GID6934362","LHT",65,89,3.122567434,67
"GID6934364","GID6934364","LHT",66,91,3.276585131,74
"GID6934386","GID6934386","LHT",64,91,3.619591554,67
"GID6934387","GID6934387","LHT",63,87,3.876112697,72
"GID6934397","GID6934397","LHT",65,89,2.882064341,68
"GID6934398","GID6934398","LHT",54,77,3.251112461,63
"GID6934403","GID6934403","LHT",64,91,3.286826824,68
"GID6934406","GID6934406","LHT",65,91,3.284594854,69
"GID6934408","GID6934408","LHT",56,81,3.486975551,61
"GID6934425","GID6934425","LHT",66,91,3.769713641,78
"GID6934427","GID6934427","LHT",66,91,3.073285337,65
"GID6934433","GID6934433","LHT",53,79,3.120904367,65
"GID6934466","GID6934466","LHT",58,84,3.557660094,60
"GID6934475","GID6934475","LHT",62,88,3.428940124,62
"GID6934482","GID6934482","LHT",61,89,3.526410154,60
"GID6934491","GID6934491","LHT",61,87,3.506320851,63
"GID6934505","GID6934505","LHT",52,77,3.988463881,65
"GID6934533","GID6934533","LHT",65,90,3.616440274,62
"GID6934540","GID6934540","LHT",56,83,3.460934304,60
"GID6934543","GID6934543","LHT",58,83,2.565100667,50
"GID6934547","GID6934547","LHT",57,84,3.104535364,60
"GID6934550","GID6934550","LHT",54,81,3.718374727,70
"GID6934553","GID6934553","LHT",58,83,3.321797424,56
"GID6934561","GID6934561","LHT",59,82,3.211678454,64
"GID6934562","GID6934562","LHT",59,85,3.233658357,63
