"Line","Hybrid_Name","Env","DTHD","DTMT","GY","Height"
"GID6938802","GID6938802","Bed5IR",74,114.6666667,6.256208105,106.6666667
"GID6938803","GID6938803","Bed5IR",70.33333333,111,6.347726135,99.33333333
"GID6938804","GID6938804","Bed5IR",70.33333333,111.6666667,6.168410831,97.66666667
"GID6938818","GID6938818","Bed5IR",77.33333333,119,5.898321195,104.3333333
"GID6938828","GID6938828","Bed5IR",85.66666667,126,6.354422648,104
"GID6938833","GID6938833","Bed5IR",87,126,6.02138379,97.66666667
"GID6938834","GID6938834","Bed5IR",77,122,6.44400285,99
"GID6938839","GID6938839","Bed5IR",85.66666667,125.3333333,6.031800606,98.33333333
"GID6938840","GID6938840","Bed5IR",85.66666667,125,6.25203897,96.33333333
"GID6938842","GID6938842","Bed5IR",88.33333333,127.3333333,6.16200903,95.33333333
"GID6938851","GID6938851","Bed5IR",84.66666667,126,6.531952851,105
"GID6938855","GID6938855","Bed5IR",82.66666667,119.3333333,6.616774578,106
"GID6938863","GID6938863","Bed5IR",88,128,6.649512275,103.6666667
"GID6938866","GID6938866","Bed5IR",87,127,6.447875335,107
"GID6938868","GID6938868","Bed5IR",88.33333333,127.6666667,5.294601698,106.3333333
"GID6938886","GID6938886","Bed5IR",81.33333333,125.3333333,6.282697061,108
"GID6938888","GID6938888","Bed5IR",79.66666667,121.6666667,6.464988758,104.6666667
"GID6938891","GID6938891","Bed5IR",78,117.3333333,6.268560455,105
"GID6938911","GID6938911","Bed5IR",82,124.3333333,5.854869485,105
"GID6938912","GID6938912","Bed5IR",87,126,6.036417848,103.3333333
"GID6938933","GID6938933","Bed5IR",75,115,6.339804952,104
"GID6938934","GID6938934","Bed5IR",75,114,6.120310648,102
"GID6938937","GID6938937","Bed5IR",79,122,5.710340678,100
"GID6938938","GID6938938","Bed5IR",75,116,6.609894042,102
"GID6938939","GID6938939","Bed5IR",75,116,6.662721738,103
"GID6938947","GID6938947","Bed5IR",76,114,6.123287435,102
"GID6938973","GID6938973","Bed5IR",81,125,7.002934701,100.6666667
"GID6939837","GID6939837","Bed5IR",84,124,5.746903318,109
"GID6939838","GID6939838","Bed5IR",84,120,6.333956681,102
"GID6939839","GID6939839","Bed5IR",84,120,5.894968711,103
"GID6939840","GID6939840","Bed5IR",83,123,5.872495988,103
"GID6939845","GID6939845","Bed5IR",87,127,5.580828691,108
"GID6939864","GID6939864","Bed5IR",76,117,6.108358661,103
"GID6939881","GID6939881","Bed5IR",79.66666667,123.6666667,6.247637095,101.6666667
"GID6939896","GID6939896","Bed5IR",77.33333333,119,5.894214822,100.3333333
"GID6939899","GID6939899","Bed5IR",85,125.3333333,6.403887519,104.6666667
"GID6939900","GID6939900","Bed5IR",87,126.3333333,6.325762882,105
"GID6939902","GID6939902","Bed5IR",83.66666667,125.3333333,6.314601912,106
"GID6939903","GID6939903","Bed5IR",85.66666667,125,5.993173609,104.3333333
"GID6939904","GID6939904","Bed5IR",85.66666667,125,5.867429305,104
"GID6939917","GID6939917","Bed5IR",72,114,6.151708433,100
"GID6939919","GID6939919","Bed5IR",83,122.3333333,6.562369369,102.6666667
"GID6939938","GID6939938","Bed5IR",88.66666667,127.6666667,6.271447065,102
"GID6939941","GID6939941","Bed5IR",88,126.3333333,5.530375459,104.6666667
"GID6939945","GID6939945","Bed5IR",87.33333333,127.3333333,6.00129518,103.3333333
"GID6569128","GID6569128","EHT",93,135.3333333,5.905514512,103.6666667
"GID6688880","GID6688880","EHT",90.33333333,136.6666667,7.118312419,97.33333333
"GID6688916","GID6688916","EHT",90.33333333,134,6.790187269,96.66666667
"GID6688933","GID6688933","EHT",87.33333333,132,6.111615632,95.66666667
"GID6688934","GID6688934","EHT",87.33333333,131,6.192716662,91
"GID6688949","GID6688949","EHT",88,131.3333333,6.889890025,99.66666667
"GID6689407","GID6689407","EHT",78.66666667,128.3333333,6.543163722,91.66666667
"GID6689482","GID6689482","EHT",95.33333333,142.6666667,7.279026119,112
"GID6689550","GID6689550","EHT",87,131.3333333,6.569204815,97.33333333
"GID6738288","GID6738288","EHT",85,133,6.484384112,98
"GID6861263","GID6861263","EHT",89.66666667,136.3333333,6.771419113,104
"GID6861485","GID6861485","EHT",90.33333333,138,6.930958726,106
"GID6861531","GID6861531","EHT",93.66666667,139.6666667,7.25089948,110.6666667
"GID6861690","GID6861690","EHT",96,146,6.218464793,110
"GID6861779","GID6861779","EHT",81,132,6.572074601,103
"GID6861787","GID6861787","EHT",94,140,7.221628084,110
"GID6861813","GID6861813","EHT",90,135,6.899455628,105
"GID6861823","GID6861823","EHT",91,142,6.985941636,107
"GID6861833","GID6861833","EHT",95,145,7.95618009,115
"GID6861890","GID6861890","EHT",72,118,6.27696146,106
"GID6861897","GID6861897","EHT",75,120,6.11996752,99
"GID6861915","GID6861915","EHT",95,144,6.85508679,101
"GID6861919","GID6861919","EHT",73,126,6.352854487,101
"GID6861967","GID6861967","EHT",76,127,5.244099653,100
"GID6862002","GID6862002","EHT",70,126,5.404814286,103
"GID6862015","GID6862015","EHT",91,141,6.456898043,105
"GID6862021","GID6862021","EHT",92,142,5.663743133,109
"GID6862028","GID6862028","EHT",76,128,7.192016829,105
"GID6862058","GID6862058","EHT",71,116,5.840082676,100
"GID6862260","GID6862260","EHT",94,143,6.816723811,115
"GID6862303","GID6862303","EHT",74,134,5.980414868,98
"GID6862314","GID6862314","EHT",89,140,7.218509958,106
"GID6862365","GID6862365","EHT",94,144,7.210766386,113
"GID6862370","GID6862370","EHT",96,145,7.201838446,115
"GID6862387","GID6862387","EHT",94,143,6.413147476,116
"GID6862407","GID6862407","EHT",68,116,5.399010929,97
"GID6862457","GID6862457","EHT",86,142,7.256897716,109
"GID6862474","GID6862474","EHT",91,137.3333333,7.152538569,105.6666667
"GID6862745","GID6862745","EHT",95,140.3333333,6.238753693,105.6666667
"GID6862771","GID6862771","EHT",86.33333333,131,5.70155145,99.33333333
"GID6862787","GID6862787","EHT",91.33333333,135.6666667,6.800509813,105.3333333
"GID6862797","GID6862797","EHT",71.66666667,120.6666667,5.689646843,100
"GID6862975","GID6862975","EHT",91,135.6666667,6.614498447,102
"GID6863145","GID6863145","EHT",87.66666667,131,6.363340498,98
"GID6863290","GID6863290","EHT",80,123,5.647576561,99.33333333
"GID6863300","GID6863300","EHT",79.66666667,126,6.461905617,105.3333333
"GID6863318","GID6863318","EHT",76.66666667,119.3333333,6.89122083,103.6666667
"GID6863371","GID6863371","EHT",88.33333333,132,6.668006194,106.3333333
"GID6863396","GID6863396","EHT",82,129.6666667,6.586161224,98.66666667
"GID6863412","GID6863412","EHT",95,143.3333333,6.573512254,109.6666667
"GID6863491","GID6863491","EHT",93,141.6666667,7.606407782,105
"GID6863500","GID6863500","EHT",97.33333333,142.6666667,7.179324479,107.6666667
"GID6863517","GID6863517","EHT",80,130,6.602043864,95
"GID6863532","GID6863532","EHT",89.33333333,141,7.019415532,105
"GID6863533","GID6863533","EHT",91.66666667,132.3333333,7.858701229,95.33333333
"GID6863544","GID6863544","EHT",89.33333333,130.3333333,7.226260926,101
"GID6931277","GID6931277","EHT",92.33333333,142.3333333,6.23644881,104.6666667
"GID6931281","GID6931281","EHT",91.33333333,129.3333333,6.15757984,97.33333333
"GID6931300","GID6931300","EHT",94.66666667,132,6.76918687,99
"GID6931301","GID6931301","EHT",89.66666667,133.3333333,6.7185919,102.3333333
"GID6931304","GID6931304","EHT",86,128.6666667,6.527371596,97
"GID6931305","GID6931305","EHT",100.3333333,136.3333333,5.684365626,107.3333333
"GID6931327","GID6931327","EHT",89.66666667,136,5.76323508,98.33333333
"GID6931343","GID6931343","EHT",83.66666667,127,6.68734217,98
"GID6931346","GID6931346","EHT",88.33333333,140.3333333,6.92128609,106.3333333
"GID6931368","GID6931368","EHT",89,137,7.093161206,106.3333333
"GID6931369","GID6931369","EHT",89.33333333,141.6666667,6.819351903,107.6666667
"GID6931374","GID6931374","EHT",91.33333333,138.3333333,6.677238933,103.6666667
"GID6931420","GID6931420","EHT",96,141,6.586768396,112
"GID6931426","GID6931426","EHT",87,134,6.613741264,98
"GID6931427","GID6931427","EHT",86,134,7.124901574,98
"GID6931430","GID6931430","EHT",89,141,7.450794271,101
"GID6931437","GID6931437","EHT",81,128,6.216419331,93
"GID6931449","GID6931449","EHT",86,135,7.019991448,109
"GID6931453","GID6931453","EHT",97,144,7.031152204,107
"GID6931463","GID6931463","EHT",92,139,6.933858606,110
"GID6931471","GID6931471","EHT",92,139,7.369870603,115
"GID6931476","GID6931476","EHT",106,147,7.2701683,111
"GID6931482","GID6931482","EHT",96,139,7.45915633,113
"GID6931494","GID6931494","EHT",67,116,5.580532887,98
"GID6931506","GID6931506","EHT",58,110,4.27621734,99
"GID6931509","GID6931509","EHT",64,116,6.3089554,99
"GID6931512","GID6931512","EHT",69,117,5.96074143,103
"GID6931515","GID6931515","EHT",71,120,6.029193824,103
"GID6931516","GID6931516","EHT",68,116,5.952556884,100
"GID6931517","GID6931517","EHT",75,120,5.120711247,98
"GID6931519","GID6931519","EHT",75,126,6.972645974,103
"GID6931531","GID6931531","EHT",60,113,4.82309276,87
"GID6931560","GID6931560","EHT",86,140,7.858244007,110
"GID6931587","GID6931587","EHT",88,140,7.461361529,107
"GID6931590","GID6931590","EHT",75,127,6.867611893,100
"GID6931593","GID6931593","EHT",86,132,6.238147589,102
"GID6931606","GID6931606","EHT",90,141,7.718802649,108
"GID6931608","GID6931608","EHT",89,138,6.751540406,106
"GID6931630","GID6931630","EHT",70,121,5.424159736,100
"GID6931632","GID6931632","EHT",87,139,6.670106203,98
"GID6931644","GID6931644","EHT",86,140,6.808498573,102
"GID6931655","GID6931655","EHT",71,123,5.385135633,107
"GID6931663","GID6931663","EHT",91,139,6.203588056,106
"GID6931677","GID6931677","EHT",94,145,6.670106416,110
"GID6931707","GID6931707","EHT",86,132,7.170890508,107
"GID6931730","GID6931730","EHT",89,143,6.026242993,108
"GID6931736","GID6931736","EHT",90,140,6.774754839,110
"GID6931754","GID6931754","EHT",94,143,6.892314686,115
"GID6931780","GID6931780","EHT",93.33333333,137.6666667,6.663699599,98.66666667
"GID6931781","GID6931781","EHT",92.66666667,136.3333333,6.770842295,101
"GID6931814","GID6931814","EHT",88.33333333,129.6666667,6.352687689,98.66666667
"GID6931822","GID6931822","EHT",94.66666667,142.6666667,6.305068809,97.66666667
"GID6931840","GID6931840","EHT",87,130.3333333,6.197925869,101.3333333
"GID6931845","GID6931845","EHT",78,124.3333333,6.38384369,99.66666667
"GID6931852","GID6931852","EHT",90.66666667,134.6666667,6.767771333,106
"GID6931862","GID6931862","EHT",91.33333333,135.3333333,6.445598757,100
"GID6931889","GID6931889","EHT",86.33333333,132.6666667,6.257354513,92.66666667
"GID6932000","GID6932000","EHT",81.66666667,131,6.51181969,93.66666667
"GID6932009","GID6932009","EHT",87,133.6666667,6.816879053,97.66666667
"GID6932074","GID6932074","EHT",87.66666667,133.3333333,6.489085038,102
"GID6932080","GID6932080","EHT",86.33333333,132.6666667,6.887150015,103
"GID6932110","GID6932110","EHT",94.33333333,136,6.730900105,111
"GID6932128","GID6932128","EHT",85.33333333,132.3333333,6.338042861,98.33333333
"GID6932132","GID6932132","EHT",94,136.6666667,6.431793225,98
"GID6932153","GID6932153","EHT",81.33333333,127.3333333,6.270334981,96.33333333
"GID6932161","GID6932161","EHT",89.66666667,136.3333333,6.803073041,103.6666667
"GID6932168","GID6932168","EHT",90.66666667,135.6666667,6.021823071,100.6666667
"GID6932172","GID6932172","EHT",90,135,5.905751435,96.33333333
"GID6932173","GID6932173","EHT",90,135,6.037448131,99.66666667
"GID6932181","GID6932181","EHT",92,134.6666667,6.664680221,107.6666667
"GID6932185","GID6932185","EHT",91,136.3333333,6.994293281,101.3333333
"GID6932229","GID6932229","EHT",89,135.6666667,6.697418341,104.6666667
"GID6932249","GID6932249","EHT",82,128.3333333,5.407993168,98
"GID6932258","GID6932258","EHT",85.33333333,126,5.538945531,97
"GID6932281","GID6932281","EHT",77.66666667,121,5.758439591,95.33333333
"GID6932283","GID6932283","EHT",83.66666667,128,6.269600288,99.33333333
"GID6932285","GID6932285","EHT",84.66666667,128,6.603677984,97
"GID6932287","GID6932287","EHT",90,135.6666667,6.834332711,104.3333333
"GID6932304","GID6932304","EHT",93.33333333,139.3333333,6.300850074,97.33333333
"GID6932308","GID6932308","EHT",86,130.3333333,6.255463438,93.66666667
"GID6932311","GID6932311","EHT",89.33333333,133,6.660225468,97.33333333
"GID6932320","GID6932320","EHT",90.33333333,132,6.444451981,104.3333333
"GID6932325","GID6932325","EHT",88.33333333,130,6.517368464,100.6666667
"GID6932344","GID6932344","EHT",82,131.3333333,6.854014043,90
"GID6932347","GID6932347","EHT",85.33333333,130.3333333,6.636007353,89.66666667
"GID6932355","GID6932355","EHT",79.66666667,121.3333333,6.795977503,98.33333333
"GID6932356","GID6932356","EHT",90,136,6.8964242,98.66666667
"GID6932358","GID6932358","EHT",88.66666667,132,6.752078956,94.66666667
"GID6932388","GID6932388","EHT",91.33333333,136.3333333,6.17618644,100.6666667
"GID6932401","GID6932401","EHT",88.33333333,131.6666667,6.732733833,94.33333333
"GID6932403","GID6932403","EHT",89,131,6.388983863,93
"GID6932411","GID6932411","EHT",90.33333333,138,6.485710226,97
"GID6932413","GID6932413","EHT",91.66666667,137,6.03853759,98
"GID6932418","GID6932418","EHT",78.33333333,123.3333333,6.310115073,95
"GID6932429","GID6932429","EHT",84.66666667,120.6666667,6.127823466,101
"GID6932430","GID6932430","EHT",80.66666667,124.3333333,6.334008817,99
"GID6932436","GID6932436","EHT",72.33333333,117.6666667,5.192639157,94.66666667
"GID6932463","GID6932463","EHT",84.33333333,134,6.294574,93.66666667
"GID6932487","GID6932487","EHT",88,141.6666667,6.148740907,95.33333333
"GID6932489","GID6932489","EHT",84.66666667,127.6666667,6.635470987,101.3333333
"GID6932500","GID6932500","EHT",90,135.6666667,6.468059297,96.66666667
"GID6932505","GID6932505","EHT",91,142,6.738148661,99.66666667
"GID6932507","GID6932507","EHT",89,134,6.797672357,105
"GID6932510","GID6932510","EHT",90,138,6.395142417,101.3333333
"GID6932511","GID6932511","EHT",89.33333333,134.6666667,6.104964447,103
"GID6932512","GID6932512","EHT",81,129.3333333,6.587851144,102.3333333
"GID6932513","GID6932513","EHT",79.33333333,125.3333333,6.177136841,98.66666667
"GID6932516","GID6932516","EHT",90.33333333,139,6.932345204,106.3333333
"GID6932534","GID6932534","EHT",73.33333333,118,5.949458234,101.3333333
"GID6932535","GID6932535","EHT",89.66666667,135.3333333,6.229964264,103.3333333
"GID6932540","GID6932540","EHT",80.33333333,127.3333333,6.238893021,99.66666667
"GID6932576","GID6932576","EHT",89,134,6.636958807,98
"GID6932577","GID6932577","EHT",89.33333333,134.3333333,6.579667171,97.66666667
"GID6932583","GID6932583","EHT",80,121,6.538000231,102
"GID6932597","GID6932597","EHT",74.33333333,119,5.587851321,97.66666667
"GID6932619","GID6932619","EHT",93.66666667,138.6666667,5.684578077,93.66666667
"GID6932621","GID6932621","EHT",71.66666667,117.6666667,5.628365107,95.66666667
"GID6932622","GID6932622","EHT",93,139.6666667,6.977323084,100
"GID6932631","GID6932631","EHT",93.33333333,137.3333333,6.765269174,94.66666667
"GID6932636","GID6932636","EHT",82.33333333,127,6.582977537,98
"GID6932658","GID6932658","EHT",75,120.6666667,6.407382627,94.33333333
"GID6932693","GID6932693","EHT",87,132.6666667,6.428959897,101
"GID6932701","GID6932701","EHT",83.33333333,129.3333333,6.518989927,102.3333333
"GID6932729","GID6932729","EHT",77,128.3333333,6.08818638,104.6666667
"GID6932730","GID6932730","EHT",83.66666667,131.3333333,6.801728077,99.33333333
"GID6932731","GID6932731","EHT",80,128,6.623156774,103
"GID6932734","GID6932734","EHT",74,120.3333333,5.801728137,102
"GID6932756","GID6932756","EHT",94.33333333,143.6666667,6.586104231,109
"GID6932772","GID6932772","EHT",75,121.3333333,5.419437625,103.6666667
"GID6932818","GID6932818","EHT",77.33333333,123,5.431342501,95.66666667
"GID6932821","GID6932821","EHT",80,125,6.529556865,100
"GID6932835","GID6932835","EHT",89.66666667,129.6666667,6.449943895,97.33333333
"GID6932894","GID6932894","EHT",90,134,6.885955651,99.66666667
"GID6932901","GID6932901","EHT",90.66666667,136.6666667,6.644140348,104
"GID6932911","GID6932911","EHT",96.33333333,143.3333333,7.021372711,110.3333333
"GID6932931","GID6932931","EHT",90,138.3333333,7.266908438,104
"GID6932932","GID6932932","EHT",89,137,7.320479801,107
"GID6932959","GID6932959","EHT",90.33333333,134,6.565271831,103.3333333
"GID6932961","GID6932961","EHT",88,131.3333333,6.554854588,97
"GID6932970","GID6932970","EHT",90,133.3333333,6.639851603,107
"GID6932997","GID6932997","EHT",89.66666667,137.6666667,6.25741058,104
"GID6932999","GID6932999","EHT",88.33333333,131.6666667,6.30354161,101.3333333
"GID6933007","GID6933007","EHT",74.33333333,123,5.71202373,97.33333333
"GID6933031","GID6933031","EHT",96,141,6.300565517,101
"GID6933104","GID6933104","EHT",87.33333333,133.3333333,7.581815273,107.6666667
"GID6933126","GID6933126","EHT",90.66666667,140.6666667,5.534196847,100.3333333
"GID6933127","GID6933127","EHT",79.33333333,127,5.85562521,100.3333333
"GID6933145","GID6933145","EHT",60.66666667,116.3333333,4.418869663,89.66666667
"GID6933147","GID6933147","EHT",83.66666667,136,6.585536027,103.3333333
"GID6933163","GID6933163","EHT",80,134,6.406359561,97
"GID6933164","GID6933164","EHT",84,131,5.941329924,100
"GID6933166","GID6933166","EHT",84,136,6.154127621,96
"GID6933168","GID6933168","EHT",90,136,6.285079984,92
"GID6933171","GID6933171","EHT",84,136,6.494901348,97
"GID6933172","GID6933172","EHT",91,138,6.359484711,104
"GID6933173","GID6933173","EHT",78,129,5.799960741,95
"GID6933177","GID6933177","EHT",80,129,6.405615438,103
"GID6933178","GID6933178","EHT",92,138,6.102788468,98
"GID6933179","GID6933179","EHT",84,129,6.107996333,96
"GID6933182","GID6933182","EHT",86,132,6.573770528,93
"GID6933184","GID6933184","EHT",80,131,6.136270558,98
"GID6933186","GID6933186","EHT",71,119,6.477044254,98
"GID6933187","GID6933187","EHT",73,120,5.512758618,97
"GID6933188","GID6933188","EHT",80,128,6.811429381,103
"GID6933189","GID6933189","EHT",82,135,6.649970024,106
"GID6933190","GID6933190","EHT",84,130,7.067381054,102
"GID6933191","GID6933191","EHT",75,128,6.754137084,103
"GID6933192","GID6933192","EHT",77,129,6.213958448,100
"GID6933196","GID6933196","EHT",81,130,7.186429144,98
"GID6933201","GID6933201","EHT",77,129,7.213214841,97
"GID6933204","GID6933204","EHT",81,128,7.135833538,103
"GID6933205","GID6933205","EHT",74,124,6.200565901,97
"GID6933207","GID6933207","EHT",89,136,7.161875294,99
"GID6933214","GID6933214","EHT",70,120,5.681220688,103
"GID6933221","GID6933221","EHT",112,148,7.314405384,104
"GID6933222","GID6933222","EHT",91,140,7.339703081,105
"GID6933223","GID6933223","EHT",93,143,6.791339778,115
"GID6933225","GID6933225","EHT",74,129,7.098631474,107
"GID6933226","GID6933226","EHT",92,140,6.582262504,103
"GID6933227","GID6933227","EHT",86,138,7.125417201,97
"GID6933230","GID6933230","EHT",75,136,7.036131898,103
"GID6933231","GID6933231","EHT",75,133,6.894762594,100
"GID6933234","GID6933234","EHT",93,141,5.838959291,102
"GID6933237","GID6933237","EHT",75,129,6.938661321,93
"GID6933246","GID6933246","EHT",86,130,6.929733018,102
"GID6933250","GID6933250","EHT",88,137,7.301012714,102
"GID6933253","GID6933253","EHT",88,134,6.764554411,105
"GID6933256","GID6933256","EHT",84,132,6.906667774,101
"GID6933261","GID6933261","EHT",92,136,6.309941138,107
"GID6933262","GID6933262","EHT",93,141,6.715878343,103
"GID6933280","GID6933280","EHT",74,127,5.355758653,97
"GID6933282","GID6933282","EHT",82,135,6.766473349,105
"GID6933291","GID6933291","EHT",82,132,5.560371713,107
"GID6933294","GID6933294","EHT",94,143,6.458437409,110
"GID6933296","GID6933296","EHT",91,135,6.243407773,107
"GID6933301","GID6933301","EHT",89,135,5.725550803,95
"GID6933309","GID6933309","EHT",90,134,6.668258833,105
"GID6933311","GID6933311","EHT",84,135,6.537306559,92
"GID6933313","GID6933313","EHT",80,132,6.442812589,105
"GID6933319","GID6933319","EHT",86,135,6.616919619,103
"GID6933323","GID6933323","EHT",91,141,6.683139649,109
"GID6933351","GID6933351","EHT",82,130,5.945788679,95
"GID6933369","GID6933369","EHT",88,134,6.231503043,100
"GID6933373","GID6933373","EHT",82,132,7.181652073,100
"GID6933384","GID6933384","EHT",74,129,5.704717436,99
"GID6933385","GID6933385","EHT",91,141,6.433884133,102
"GID6933391","GID6933391","EHT",68,119,4.735967496,105
"GID6933396","GID6933396","EHT",82,133,6.538050889,105
"GID6933397","GID6933397","EHT",95,142,6.370640253,109
"GID6933399","GID6933399","EHT",93,142,6.253080949,110
"GID6933401","GID6933401","EHT",93,143,6.409330676,109
"GID6933409","GID6933409","EHT",93,143,6.189092706,110
"GID6933418","GID6933418","EHT",77,134,7.193557069,114
"GID6933420","GID6933420","EHT",91,136,6.199509433,114
"GID6933421","GID6933421","EHT",81,130,6.94726737,103
"GID6933422","GID6933422","EHT",91,142,7.04250468,108
"GID6933425","GID6933425","EHT",94,142,7.908576376,111
"GID6933426","GID6933426","EHT",92,143,7.74934974,107
"GID6933427","GID6933427","EHT",89,135,6.72554077,105
"GID6933431","GID6933431","EHT",99,145,7.110957133,105
"GID6933443","GID6933443","EHT",89,139,7.218100193,107
"GID6933445","GID6933445","EHT",77,131,6.58565989,98
"GID6933449","GID6933449","EHT",90,143,7.03208792,109
"GID6933451","GID6933451","EHT",93,143,7.235957283,100
"GID6933453","GID6933453","EHT",96,143,6.65411198,114
"GID6933454","GID6933454","EHT",76,129,6.791016676,103
"GID6933476","GID6933476","EHT",96,143,7.484469493,110
"GID6933477","GID6933477","EHT",90,135,7.267207856,115
"GID6933491","GID6933491","EHT",81,130,5.723308886,97
"GID6933530","GID6933530","EHT",87,135,6.643696096,104
"GID6933545","GID6933545","EHT",74,129,6.564827126,100
"GID6933558","GID6933558","EHT",87,130,6.666827558,102
"GID6933579","GID6933579","EHT",88,134,7.418315291,108
"GID6933583","GID6933583","EHT",91,142,7.029178321,104
"GID6933598","GID6933598","EHT",84,132,5.950309351,105
"GID6933599","GID6933599","EHT",88,135,6.427244048,95
"GID6933601","GID6933601","EHT",88,136,7.084237744,95
"GID6933606","GID6933606","EHT",90,136,6.850607108,100
"GID6933610","GID6933610","EHT",88,129,6.188404804,95
"GID6933627","GID6933627","EHT",84,130,7.241232228,98
"GID6933629","GID6933629","EHT",86,132,6.373672591,105
"GID6933631","GID6933631","EHT",92,137,7.038850954,107
"GID6933633","GID6933633","EHT",80,127,6.169059651,98
"GID6933641","GID6933641","EHT",80,129,6.500904711,103
"GID6933659","GID6933659","EHT",90,139,7.181708438,102
"GID6933661","GID6933661","EHT",91,141,7.512065468,107
"GID6933665","GID6933665","EHT",92,141,7.070101831,108
"GID6933666","GID6933666","EHT",92,140,7.378881194,113
"GID6933678","GID6933678","EHT",76,127,7.044803921,102
"GID6933727","GID6933727","EHT",74,122,5.212976128,91
"GID6933728","GID6933728","EHT",90,134,6.453302438,95
"GID6933732","GID6933732","EHT",84,130,6.295564468,102
"GID6933737","GID6933737","EHT",86,129,5.816397831,92
"GID6933760","GID6933760","EHT",82,137,6.567141891,102
"GID6933764","GID6933764","EHT",85.1397284274639,123,5.987528921,101
"GID6933775","GID6933775","EHT",86,128,6.087231345,92
"GID6933781","GID6933781","EHT",62,109,6.44547466998039,87
"GID6933797","GID6933797","EHT",75,128,6.583511071,97
"GID6933804","GID6933804","EHT",69,118,5.643779101,95
"GID6933816","GID6933816","EHT",84,131,6.628898131,95
"GID6933817","GID6933817","EHT",84,132,5.680981495,95
"GID6933823","GID6933823","EHT",91,136,6.907172191,96
"GID6933824","GID6933824","EHT",84,130,5.921308888,98
"GID6933825","GID6933825","EHT",95,143,6.606576918,102
"GID6933854","GID6933854","EHT",91,138,6.357320948,105
"GID6933855","GID6933855","EHT",88,134,6.084255645,98
"GID6933864","GID6933864","EHT",90,136,6.515059068,98
"GID6933866","GID6933866","EHT",91,139,6.711487765,104
"GID6933872","GID6933872","EHT",72,129,6.406428461,103
"GID6933876","GID6933876","EHT",92,143,6.855088825,108
"GID6933877","GID6933877","EHT",77,132,6.770267521,105
"GID6933892","GID6933892","EHT",89,134,6.777708218,106
"GID6933929","GID6933929","EHT",74,125,6.428302986,93
"GID6933932","GID6933932","EHT",84,133,6.431278629,98
"GID6933954","GID6933954","EHT",86,134,6.792885659,107
"GID6933956","GID6933956","EHT",90,141,6.708064023,103
"GID6933957","GID6933957","EHT",80,128,6.340504386,102
"GID6933959","GID6933959","EHT",76,130,6.116546416,101
"GID6933960","GID6933960","EHT",84,129,6.447647779,102
"GID6933962","GID6933962","EHT",84,130,6.129939476,97
"GID6933963","GID6933963","EHT",88,133,6.415653506,101
"GID6933989","GID6933989","EHT",74,125,5.975921536,97
"GID6934005","GID6934005","EHT",69,118,5.133659596,103
"GID6934006","GID6934006","EHT",70,118,5.278005293,100
"GID6934008","GID6934008","EHT",80,127,5.954344656,102
"GID6934009","GID6934009","EHT",80,126,5.969969353,107
"GID6934010","GID6934010","EHT",60,110,4.613570383,95
"GID6934014","GID6934014","EHT",80,128,6.140356413,102
"GID6934031","GID6934031","EHT",86,133,6.540654109,100
"GID6934035","GID6934035","EHT",77,127,6.193183806,100
"GID6934038","GID6934038","EHT",100,147,6.247499503,113
"GID6934044","GID6934044","EHT",82,133,5.581576533,92
"GID6934046","GID6934046","EHT",100,144,6.423838563,110
"GID6934047","GID6934047","EHT",85.1397284274639,124,6.413422259,95
"GID6934091","GID6934091","EHT",85.1397284274639,154,6.136636683,111
"GID6934094","GID6934094","EHT",85.1397284274639,130,6.535446046,96
"GID6934109","GID6934109","EHT",89,135,6.192978335,100
"GID6934113","GID6934113","EHT",96,143,6.591044032,109
"GID6934114","GID6934114","EHT",92,143,6.753990395,105
"GID6934134","GID6934134","EHT",99,142,6.678097879,102
"GID6934140","GID6934140","EHT",74,123,6.240597909,102
"GID6934141","GID6934141","EHT",96,143,6.971252605,110
"GID6934151","GID6934151","EHT",87,133,6.910984635,97
"GID6934155","GID6934155","EHT",81,127,6.675865665,102
"GID6934179","GID6934179","EHT",88,133,6.212324149,105
"GID6934183","GID6934183","EHT",89,139,6.760687512,108
"GID6934202","GID6934202","EHT",86,132,6.695955209,103
"GID6934232","GID6934232","EHT",88,136,6.774080419,93
"GID6934233","GID6934233","EHT",82,135,6.675122449,105
"GID6934234","GID6934234","EHT",89,135,6.806178919,103
"GID6934235","GID6934235","EHT",88,135,6.574035562,102
"GID6934241","GID6934241","EHT",90,142,7.497398682,107
"GID6934245","GID6934245","EHT",91,141,5.736238045,106
"GID6934248","GID6934248","EHT",86,132,6.768976075,106
"GID6934272","GID6934272","EHT",88,138,7.254839135,105
"GID6934287","GID6934287","EHT",89,141,6.054690529,106
"GID6934301","GID6934301","EHT",81,130,6.414065589,104
"GID6934307","GID6934307","EHT",87,134,6.283857285,110
"GID6934311","GID6934311","EHT",81,132,6.038321649,97
"GID6934313","GID6934313","EHT",88,143,6.553946345,95
"GID6934324","GID6934324","EHT",89,135,6.369422709,108
"GID6934338","GID6934338","EHT",89,139,6.972101435,113
"GID6934342","GID6934342","EHT",96,143,7.134303829,110
"GID6934347","GID6934347","EHT",91,139,6.714661192,107
"GID6934362","GID6934362","EHT",89,137,6.554690555,105
"GID6934364","GID6934364","EHT",93,139,6.632815919,108
"GID6934386","GID6934386","EHT",91,137,6.489214675,108
"GID6934387","GID6934387","EHT",89,138,6.257881876,102
